2.852329344023019075e-04,8.252987265586853027e-02,1.215073093771934509e-02,9.625827789306640625e+01,6.471091508865356445e-02,2.005076408386230469e+01,1.090600280761718750e+02,2.918804626464843750e+02,1.736837463378906250e+02,1.902922821044921875e+02
5.955921951681375504e-04,7.382719963788986206e-02,3.523327782750129700e-02,1.733593368530273438e+01,1.180184781551361084e-01,5.285131835937500000e+01,9.761578369140625000e+01,4.801106567382812500e+02,1.549764709472656250e+02,3.167944946289062500e+02
3.287565486971288919e-04,1.436854749917984009e-01,1.987465471029281616e-02,3.262477493286132812e+01,1.406172811985015869e-01,7.692948150634765625e+01,1.018333435058593750e+02,5.936527709960937500e+02,1.792526702880859375e+02,4.089607543945312500e+02
9.705643169581890106e-04,6.718311458826065063e-02,5.001123249530792236e-02,4.062620925903320312e+01,1.212797909975051880e-01,3.374285125732421875e+01,9.612554931640625000e+01,2.101888122558593750e+02,1.535091094970703125e+02,1.289963531494140625e+02
6.165145896375179291e-04,3.486529737710952759e-02,2.420020289719104767e-02,1.747650146484375000e+01,2.567775920033454895e-02,8.947677612304687500e+00,9.389210510253906250e+01,3.336896667480468750e+02,1.788839111328125000e+02,2.225800018310546875e+02
2.682218328118324280e-04,4.644810035824775696e-02,2.154635451734066010e-02,1.053981113433837891e+01,5.529428273439407349e-02,2.255209732055664062e+01,8.593244934082031250e+01,3.735434875488281250e+02,1.474054565429687500e+02,2.180375823974609375e+02
4.274151579011231661e-04,1.138986349105834961e-01,1.291477680206298828e-02,1.381277751922607422e+01,9.487876296043395996e-02,3.006842803955078125e+01,8.645935058593750000e+01,3.283146362304687500e+02,1.674115142822265625e+02,2.097730407714843750e+02
4.495217872317880392e-04,7.379344105720520020e-02,2.473821677267551422e-02,4.414913654327392578e+00,1.480779051780700684e-01,4.200270080566406250e+01,9.239257049560546875e+01,3.495596923828125000e+02,1.744340057373046875e+02,2.682265014648437500e+02
3.951649705413728952e-04,5.866403877735137939e-02,3.115022554993629456e-02,5.848126220703125000e+01,5.724755674600601196e-02,1.487962913513183594e+01,9.002513885498046875e+01,2.595603637695312500e+02,1.579679107666015625e+02,1.941837463378906250e+02
4.026442184112966061e-04,9.749421477317810059e-02,2.764829248189926147e-02,1.707533073425292969e+01,7.117109745740890503e-02,8.968038558959960938e+00,1.028806686401367188e+02,1.630834045410156250e+02,1.839567260742187500e+02,1.422400512695312500e+02
1.603462587809190154e-04,1.019105166196823120e-01,1.867772825062274933e-02,4.770215606689453125e+01,4.952629283070564270e-02,8.662283897399902344e+00,9.217602539062500000e+01,3.492029724121093750e+02,1.677124633789062500e+02,2.877867431640625000e+02
3.393835795577615499e-04,1.110563576221466064e-01,3.110522590577602386e-02,6.296238708496093750e+01,1.860240697860717773e-01,1.760411453247070312e+01,9.176338958740234375e+01,1.655847473144531250e+02,1.387031555175781250e+02,1.335610046386718750e+02
7.660389528609812260e-04,6.041343510150909424e-02,4.266162216663360596e-02,2.794458007812500000e+01,5.290091037750244141e-02,3.374727630615234375e+01,9.002976989746093750e+01,4.398931579589843750e+02,1.711496124267578125e+02,2.602639160156250000e+02
4.418212629389017820e-04,5.433293431997299194e-02,2.465946227312088013e-02,4.347824573516845703e+00,1.355537474155426025e-01,5.449922180175781250e+01,9.307061767578125000e+01,4.009820861816406250e+02,1.526744384765625000e+02,1.265896148681640625e+02
