1.658868714002892375e-04,8.563519804738461971e-05,1.314597225189208984e+01,1.227126568555831909e-01,2.757529296875000000e+02
9.052109817275777459e-05,5.445751594379544258e-05,5.486567974090576172e+00,1.602120548486709595e-01,4.253719482421875000e+02
8.752998837735503912e-05,4.603928391588851810e-05,4.550466537475585938e+00,1.184308156371116638e-01,2.796398620605468750e+02
7.173639605753123760e-04,2.010544812947046012e-05,2.044039344787597656e+01,1.742676645517349243e-02,4.325725097656250000e+02
1.540908415336161852e-04,9.712031896924600005e-05,9.430316925048828125e+00,9.343611449003219604e-02,2.387973327636718750e+02
3.518005833029747009e-04,3.966593430959619582e-05,9.427577972412109375e+00,4.440310597419738770e-02,2.322238616943359375e+02
2.828158903867006302e-04,4.549981167656369507e-05,1.556288623809814453e+01,9.424895048141479492e-02,5.636205444335937500e+02
2.732242282945662737e-04,3.607624967116862535e-05,1.516213607788085938e+01,2.686965838074684143e-02,2.748590393066406250e+02
2.278712927363812923e-04,3.261747042415663600e-05,1.194137763977050781e+01,4.053394123911857605e-02,4.246497802734375000e+02
4.394686402520164847e-05,6.546867371071130037e-05,1.808713436126708984e+00,3.005104362964630127e-01,2.604331665039062500e+02
9.075604612007737160e-05,4.244183583068661392e-05,3.662008285522460938e+00,1.202572360634803772e-01,2.163999938964843750e+02
6.324248533928766847e-05,6.463396857725456357e-05,3.532516479492187500e+00,2.142220437526702881e-01,2.752258605957031250e+02
4.214082728140056133e-04,5.604993202723562717e-05,1.620853042602539062e+01,6.426225602626800537e-02,2.878266296386718750e+02
1.752052921801805496e-04,6.730432505719363689e-05,1.216125011444091797e+01,5.976055935025215149e-02,2.493218841552734375e+02
5.279930774122476578e-04,4.452186476555652916e-05,2.093475151062011719e+01,3.607615455985069275e-02,3.536945800781250000e+02
1.507109991507604718e-04,6.075463170418515801e-05,8.037634849548339844e+00,1.301653832197189331e-01,3.426732482910156250e+02
1.066255281330086291e-04,9.511300595477223396e-05,4.521016597747802734e+00,2.207472473382949829e-01,2.485188446044921875e+02
1.304123870795592666e-04,1.387964948662556708e-05,4.440155506134033203e+00,4.757001623511314392e-02,2.011492767333984375e+02
2.070512127829715610e-04,4.033745790366083384e-05,1.128998184204101562e+01,3.572491928935050964e-02,2.771351013183593750e+02
3.770122420974075794e-04,5.444332782644778490e-05,9.013354301452636719e+00,9.060741215944290161e-02,2.250353546142578125e+02
2.256539301015436649e-04,4.616521982825361192e-05,9.619862556457519531e+00,1.447581648826599121e-01,4.322563476562500000e+02
2.509305486455559731e-04,3.516934884828515351e-05,1.313677597045898438e+01,5.514722689986228943e-02,4.101152343750000000e+02
3.555799776222556829e-04,5.478190360008738935e-05,1.711686134338378906e+01,3.459345921874046326e-02,1.895086517333984375e+02
2.852964098565280437e-04,3.227694469387643039e-05,8.306438446044921875e+00,6.012363731861114502e-02,2.742755126953125000e+02
4.781204625032842159e-04,3.857502815662883222e-05,2.651569175720214844e+01,2.548743598163127899e-02,3.369203491210937500e+02
2.966643660329282284e-04,1.324728327745106071e-05,6.634604454040527344e+00,2.208824828267097473e-02,2.120715789794921875e+02
1.860092888819053769e-04,5.021341712563298643e-05,1.412730979919433594e+01,3.569594770669937134e-02,2.662420043945312500e+02
6.913903634995222092e-04,3.845517494482919574e-05,2.282722473144531250e+01,2.064228430390357971e-02,2.284546508789062500e+02
1.750256196828559041e-04,3.730271419044584036e-05,1.104404830932617188e+01,8.255741745233535767e-02,2.730025024414062500e+02
3.393039150978438556e-05,7.959974027471616864e-05,2.396751642227172852e+00,2.507368624210357666e-01,2.448900756835937500e+02
1.630730839679017663e-04,3.314263449283316731e-05,6.674511909484863281e+00,8.418799191713333130e-02,3.382090759277343750e+02
3.305222198832780123e-04,1.599113238626159728e-05,1.108270931243896484e+01,1.546593662351369858e-02,2.474334411621093750e+02
2.299093175679445267e-04,3.698911314131692052e-05,1.645890998840332031e+01,2.561383508145809174e-02,3.505567932128906250e+02
1.388627133565023541e-04,9.823331492953002453e-05,6.343572139739990234e+00,1.610455811023712158e-01,2.930837707519531250e+02
2.766658726613968611e-04,6.762486009392887354e-05,1.421336936950683594e+01,2.203219942748546600e-02,2.034755096435546875e+02
2.289765834575518966e-04,3.308981467853300273e-05,5.651274681091308594e+00,5.896702408790588379e-02,2.764375610351562500e+02
6.575870065717026591e-05,3.085734351770952344e-05,3.503078460693359375e+00,8.902123570442199707e-02,3.022762451171875000e+02
