1.342684554401785135e-04,3.106389340246096253e-05,3.585358381271362305e+00,6.040533259510993958e-02,1.606491241455078125e+02
1.389546232530847192e-04,3.581181954359635711e-05,6.878679275512695312e+00,3.907583281397819519e-02,2.628065795898437500e+02
1.273356465389952064e-04,5.449196032714098692e-05,5.898588657379150391e+00,1.017803847789764404e-01,2.145474700927734375e+02
5.019853706471621990e-04,1.973572034330572933e-05,9.330672264099121094e+00,2.351637743413448334e-02,2.946955871582031250e+02
1.118604850489646196e-04,7.102920790202915668e-05,5.694994926452636719e+00,1.896205991506576538e-01,2.809595642089843750e+02
3.512499097269028425e-05,1.189538379549048841e-04,1.467493891716003418e+00,4.388824999332427979e-01,1.559084625244140625e+02
3.540758916642516851e-05,3.673225364764221013e-05,1.561415791511535645e+00,1.055609062314033508e-01,2.205513153076171875e+02
3.992334241047501564e-04,5.278293974697589874e-05,1.208325958251953125e+01,6.155926734209060669e-02,2.838326721191406250e+02
2.734724257607012987e-04,8.297609747387468815e-05,8.337059974670410156e+00,9.615971148014068604e-02,1.973708648681640625e+02
6.056135680410079658e-05,1.601513649802654982e-04,3.103450536727905273e+00,6.634764075279235840e-01,2.226355743408203125e+02
1.512085873400792480e-04,5.988636621623300016e-05,9.084299087524414062e+00,1.805612593889236450e-01,5.507053222656250000e+02
5.547739056055434048e-05,7.262765575433149934e-05,4.097013473510742188e+00,1.521937698125839233e-01,1.895424957275390625e+02
1.008378094411455095e-04,2.055694676528219134e-05,3.106492996215820312e+00,9.126579761505126953e-02,2.173915405273437500e+02
1.043499432853423059e-04,5.005313505535013974e-05,6.104030609130859375e+00,1.213413625955581665e-01,2.837297363281250000e+02
1.423598005203530192e-04,8.250917016994208097e-05,6.723868846893310547e+00,3.019101023674011230e-01,3.877734985351562500e+02
1.149945819634012878e-04,5.482178676174953580e-05,5.843178749084472656e+00,1.590486615896224976e-01,2.215959777832031250e+02
2.495926455594599247e-04,3.275096605648286641e-05,9.142899513244628906e+00,9.986928105354309082e-02,4.889796752929687500e+02
4.086130647920072079e-04,4.801034447154961526e-05,1.590015316009521484e+01,6.417342275381088257e-02,3.796727905273437500e+02
4.553349863272160292e-04,5.814128599013201892e-05,2.225748062133789062e+01,1.911330781877040863e-02,2.214474334716796875e+02
2.311516727786511183e-04,3.526763975969515741e-05,7.199297428131103516e+00,4.598173499107360840e-02,2.631382141113281250e+02
1.523943356005474925e-04,4.123337203054688871e-05,7.673977851867675781e+00,9.752426296472549438e-02,3.530013427734375000e+02
1.640082482481375337e-04,2.319234044989570975e-05,4.320547103881835938e+00,3.921669721603393555e-02,2.277703399658203125e+02
1.886711543193086982e-04,3.746209767996333539e-05,8.097623825073242188e+00,4.697858914732933044e-02,2.852153015136718750e+02
6.638104241574183106e-05,4.489962157094851136e-05,3.003109216690063477e+00,1.306567639112472534e-01,3.609667053222656250e+02
7.837766315788030624e-05,8.759567572269588709e-05,6.721378326416015625e+00,1.552580893039703369e-01,2.733356323242187500e+02
1.352570543531328440e-04,1.174867938971146941e-04,7.531857013702392578e+00,2.410492599010467529e-01,1.896547393798828125e+02
5.893884226679801941e-04,1.948922727024182677e-05,1.756789779663085938e+01,1.512031722813844681e-02,3.141399536132812500e+02
2.004241832764819264e-04,9.045092156156897545e-05,7.753901481628417969e+00,2.391895800828933716e-01,3.502611999511718750e+02
2.914588258136063814e-04,3.393957013031467795e-05,7.865812778472900391e+00,5.108036100864410400e-02,2.156469421386718750e+02
2.572925586719065905e-04,3.117938467767089605e-05,7.286822795867919922e+00,6.854406744241714478e-02,3.606712951660156250e+02
6.290139572229236364e-05,5.360452996683306992e-05,4.445725917816162109e+00,1.250440478324890137e-01,1.811654968261718750e+02
8.234953565988689661e-05,1.367049844702705741e-04,7.797801017761230469e+00,2.564285099506378174e-01,1.785440521240234375e+02
4.948271089233458042e-05,1.086241754819639027e-04,2.934180498123168945e+00,5.889541506767272949e-01,1.823397674560546875e+02
8.991528738988563418e-05,5.864058402949012816e-05,8.280863761901855469e+00,1.706293672323226929e-01,4.747497558593750000e+02
2.877000370062887669e-04,8.667763177072629333e-05,9.650874137878417969e+00,1.322193741798400879e-01,2.005213012695312500e+02
2.713314315769821405e-04,3.184511297149583697e-05,1.454140472412109375e+01,2.315871417522430420e-02,3.652759399414062500e+02
2.748608530964702368e-04,4.735389302368275821e-05,7.101093292236328125e+00,1.406075507402420044e-01,4.967379760742187500e+02
1.340248418273404241e-04,1.351117134618107229e-05,2.984819412231445312e+00,8.486768603324890137e-02,2.531137237548828125e+02
4.494341919780708849e-05,4.260682544554583728e-05,1.921079993247985840e+00,1.946943253278732300e-01,2.464674377441406250e+02
6.943251937627792358e-04,2.226444485131651163e-05,1.604160881042480469e+01,2.286301366984844208e-02,2.428147583007812500e+02
7.708695484325289726e-04,3.932613981305621564e-05,2.675734329223632812e+01,3.474566340446472168e-02,3.785995483398437500e+02
4.545428964775055647e-05,1.235894160345196724e-04,7.184453964233398438e+00,2.026114314794540405e-01,3.268218994140625000e+02
5.128497650730423629e-05,2.348758425796404481e-05,2.924949169158935547e+00,7.077559828758239746e-02,2.008738403320312500e+02
1.531278248876333237e-04,2.614585719129536301e-05,6.028246879577636719e+00,5.516995862126350403e-02,2.144967956542968750e+02
1.153216799139045179e-04,7.574911433039233088e-05,6.700641155242919922e+00,2.087706327438354492e-01,5.124606933593750000e+02
1.489106944063678384e-04,1.238300756085664034e-04,8.066213607788085938e+00,2.756294906139373779e-01,3.173582763671875000e+02
1.402990310452878475e-04,7.136431668186560273e-05,7.478280544281005859e+00,1.786242425441741943e-01,2.805008850097656250e+02
7.663467549718916416e-04,2.730959386099129915e-05,2.047292709350585938e+01,2.060077339410781860e-02,2.510916137695312500e+02
1.520485966466367245e-04,8.019162487471476197e-05,5.771525859832763672e+00,9.983685612678527832e-02,1.784842529296875000e+02
1.901468058349564672e-04,2.148464955098461360e-05,5.589988231658935547e+00,4.180783778429031372e-02,1.967538909912109375e+02
