3.150150587316602468e-04,6.180169805884361267e-02,1.628624275326728821e-02,1.154008960723876953e+01,8.231798559427261353e-02,2.727749252319335938e+01,7.968662261962890625e+01,3.449187011718750000e+02,1.537742156982421875e+02,2.476806030273437500e+02
1.281797885894775391e-04,1.518706381320953369e-01,2.186889946460723877e-02,3.162747573852539062e+01,5.294365063309669495e-02,1.053992748260498047e+01,8.842201232910156250e+01,2.695462951660156250e+02,1.563121643066406250e+02,1.441326293945312500e+02
3.912634274456650019e-04,5.277520418167114258e-02,2.850047126412391663e-02,2.122414779663085938e+01,1.471165716648101807e-01,3.147027778625488281e+01,9.731598663330078125e+01,3.097376403808593750e+02,1.470158691406250000e+02,1.738863677978515625e+02
4.678913392126560211e-04,3.970851004123687744e-02,2.292029559612274170e-02,6.415964603424072266e+00,9.864326566457748413e-02,1.877328109741210938e+01,9.265823364257812500e+01,2.359207458496093750e+02,1.574610900878906250e+02,1.195755157470703125e+02
4.964728723280131817e-04,3.782853484153747559e-02,2.382355555891990662e-02,1.092496490478515625e+01,5.561108514666557312e-02,1.777974510192871094e+01,9.270262908935546875e+01,3.182607116699218750e+02,1.631057891845703125e+02,1.176719970703125000e+02
4.374582204036414623e-04,8.996419608592987061e-02,2.318521961569786072e-02,2.009266090393066406e+01,1.055870950222015381e-01,2.341363334655761719e+01,9.490276336669921875e+01,2.345926666259765625e+02,1.741202087402343750e+02,1.970380859375000000e+02
1.291191903874278069e-03,3.788812085986137390e-02,4.954324290156364441e-02,6.989711761474609375e+00,2.532832622528076172e-01,9.332485961914062500e+01,9.247349548339843750e+01,4.011340942382812500e+02,1.459743194580078125e+02,1.651835632324218750e+02
5.341318901628255844e-04,7.782276719808578491e-02,4.186707362532615662e-02,4.418415069580078125e+00,5.442741140723228455e-02,1.607039070129394531e+01,9.395210266113281250e+01,4.008333129882812500e+02,1.520517730712890625e+02,1.130876159667968750e+02
7.922583026811480522e-04,5.592218786478042603e-02,2.781148627400398254e-02,9.611870765686035156e+00,7.200668007135391235e-02,1.063144111633300781e+01,9.393378448486328125e+01,1.639549713134765625e+02,1.831569976806640625e+02,1.241448211669921875e+02
3.131377452518790960e-04,5.863789096474647522e-02,1.815164834260940552e-02,6.181045055389404297e+00,6.058543547987937927e-02,1.694091796875000000e+01,9.237116241455078125e+01,3.703372192382812500e+02,1.718675537109375000e+02,2.158104553222656250e+02
